date,time_range,season,holiday,weekday,workingday,weathersit,casual,registered,count
2011-08-26,Afternoon,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,50,293,343
2011-08-26,Afternoon,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,56,433,489
2011-08-26,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,40,370,410
2011-08-26,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,55,235,290
2011-08-26,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,39,183,222
2011-08-26,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,38,152,190
2011-08-26,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,26,126,152
2011-08-26,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,22,114,136
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,33,112,145
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,13,51,64
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,18,59,77
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,8,22,30
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,1,3,4
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,1,11,12
2011-08-27,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,3,15,18
2011-08-27,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,2,26,28
2011-08-27,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,14,62,76
2011-08-27,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,28,128,156
2011-08-27,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,51,154,205
2011-08-27,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,15,73,88
2011-08-27,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,11,65,76
2011-08-27,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,10,33,43
2011-08-27,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,4,19,23
2011-08-27,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,2,28,30
2011-08-27,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,10,14,24
2011-08-27,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,2,14,16
2011-08-28,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Light Rain/Light Snow,0,1,1
2011-08-28,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Light Rain/Light Snow,2,6,8
2011-08-28,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,7,46,53
2011-08-28,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,27,115,142
2011-08-28,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,59,178,237
2011-08-28,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,88,218,306
2011-08-28,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,129,302,431
2011-08-28,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,157,290,447
2011-08-28,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,155,314,469
2011-08-28,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,196,295,491
2011-08-28,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,145,253,398
2011-08-28,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,145,257,402
2011-08-28,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,140,247,387
2011-08-28,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,64,150,214
2011-08-28,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,60,126,186
2011-08-28,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,25,73,98
2011-08-28,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,16,48,64
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,13,21,34
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,5,15,20
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,8,5,13
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,1,5,6
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,0,3,3
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,0,17,17
2011-08-29,Night,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,3,99,102
2011-08-29,Morning,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,11,273,284
2011-08-29,Morning,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,20,384,404
2011-08-29,Morning,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,22,166,188
2011-08-29,Morning,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,42,73,115
2011-08-29,Morning,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,38,100,138
2011-08-29,Morning,Fall,workingday/weekend,Monday,workingday,Mist/Cloudy,48,159,207
2011-08-29,Afternoon,Fall,workingday/weekend,Monday,workingday,Mist/Cloudy,48,170,218
2011-08-29,Afternoon,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,55,127,182
2011-08-29,Afternoon,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,56,164,220
2011-08-29,Afternoon,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,56,226,282
2011-08-29,Afternoon,Fall,workingday/weekend,Monday,workingday,Mist/Cloudy,67,524,591
2011-08-29,Afternoon,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,60,487,547
2011-08-29,Evening,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,50,317,367
2011-08-29,Evening,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,50,227,277
2011-08-29,Evening,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,34,168,202
2011-08-29,Evening,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,23,119,142
2011-08-29,Evening,Fall,workingday/weekend,Monday,workingday,Clear/Few Clouds,19,56,75
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,10,17,27
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,6,7,13
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,2,8,10
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,2,2,4
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,0,6,6
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,1,27,28
2011-08-30,Night,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,4,115,119
2011-08-30,Morning,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,19,338,357
2011-08-30,Morning,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,34,459,493
2011-08-30,Morning,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,38,180,218
2011-08-30,Morning,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,28,109,137
2011-08-30,Morning,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,60,115,175
2011-08-30,Morning,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,65,172,237
2011-08-30,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,59,170,229
2011-08-30,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,58,151,209
2011-08-30,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,34,162,196
2011-08-30,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,42,295,337
2011-08-30,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,62,549,611
2011-08-30,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,60,516,576
2011-08-30,Evening,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,68,397,465
2011-08-30,Evening,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,39,259,298
2011-08-30,Evening,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,43,180,223
2011-08-30,Evening,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,22,121,143
2011-08-30,Evening,Fall,workingday/weekend,Tuesday,workingday,Clear/Few Clouds,19,74,93
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,8,24,32
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,2,13,15
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,1,5,6
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,2,4,6
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,0,5,5
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,2,25,27
2011-08-31,Night,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,4,107,111
2011-08-31,Morning,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,12,316,328
2011-08-31,Morning,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,27,440,467
2011-08-31,Morning,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,27,217,244
2011-08-31,Morning,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,33,105,138
2011-08-31,Morning,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,28,143,171
2011-08-31,Morning,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,68,192,260
2011-08-31,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,39,182,221
2011-08-31,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,48,148,196
2011-08-31,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,34,138,172
2011-08-31,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,46,263,309
2011-08-31,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,83,525,608
2011-08-31,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,70,495,565
2011-08-31,Evening,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,53,393,446
2011-08-31,Evening,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,30,259,289
2011-08-31,Evening,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,27,174,201
2011-08-31,Evening,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,20,137,157
2011-08-31,Evening,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,24,60,84
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,18,33,51
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,7,14,21
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,14,11,25
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,7,7,14
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,0,7,7
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,1,22,23
2011-09-01,Night,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,2,103,105
2011-09-01,Morning,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,7,335,342
2011-09-01,Morning,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,31,467,498
2011-09-01,Morning,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,29,178,207
2011-09-01,Morning,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,46,92,138
2011-09-01,Morning,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,51,141,192
2011-09-01,Morning,Fall,workingday/weekend,Thursday,workingday,Mist/Cloudy,64,165,229
2011-09-01,Afternoon,Fall,workingday/weekend,Thursday,workingday,Mist/Cloudy,50,169,219
2011-09-01,Afternoon,Fall,workingday/weekend,Thursday,workingday,Light Rain/Light Snow,54,144,198
2011-09-01,Afternoon,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,39,135,174
2011-09-01,Afternoon,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,55,253,308
2011-09-01,Afternoon,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,61,567,628
2011-09-01,Afternoon,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,69,462,531
2011-09-01,Evening,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,79,364,443
2011-09-01,Evening,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,33,247,280
2011-09-01,Evening,Fall,workingday/weekend,Thursday,workingday,Mist/Cloudy,17,160,177
2011-09-01,Evening,Fall,workingday/weekend,Thursday,workingday,Mist/Cloudy,34,145,179
2011-09-01,Evening,Fall,workingday/weekend,Thursday,workingday,Clear/Few Clouds,15,111,126
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,6,58,64
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Light Rain/Light Snow,4,28,32
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Light Rain/Light Snow,9,11,20
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,4,4,8
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,2,2,4
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,0,20,20
2011-09-02,Night,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,3,73,76
2011-09-02,Morning,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,6,253,259
2011-09-02,Morning,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,22,434,456
2011-09-02,Morning,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,30,190,220
2011-09-02,Morning,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,34,106,140
2011-09-02,Morning,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,51,141,192
2011-09-02,Morning,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,82,178,260
2011-09-02,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,72,207,279
2011-09-02,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,75,208,283
2011-09-02,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,69,277,346
2011-09-02,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,82,299,381
2011-09-02,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,78,377,455
2011-09-02,Afternoon,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,50,305,355
2011-09-02,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,67,220,287
2011-09-02,Evening,Fall,workingday/weekend,Friday,workingday,Clear/Few Clouds,38,158,196
2011-09-02,Evening,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,28,121,149
2011-09-02,Evening,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,33,114,147
2011-09-02,Evening,Fall,workingday/weekend,Friday,workingday,Mist/Cloudy,30,68,98
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,22,65,87
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,17,57,74
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,15,26,41
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,17,18,35
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,3,4,7
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,3,9,12
2011-09-03,Night,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,4,19,23
2011-09-03,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,5,33,38
2011-09-03,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,24,65,89
2011-09-03,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,83,118,201
2011-09-03,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,90,168,258
2011-09-03,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Light Rain/Light Snow,66,128,194
2011-09-03,Morning,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,97,160,257
2011-09-03,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,153,200,353
2011-09-03,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Mist/Cloudy,204,176,380
2011-09-03,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,187,201,388
2011-09-03,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,186,188,374
2011-09-03,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,170,201,371
2011-09-03,Afternoon,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,160,179,339
2011-09-03,Evening,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,147,148,295
2011-09-03,Evening,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,99,120,219
2011-09-03,Evening,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,71,93,164
2011-09-03,Evening,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,66,96,162
2011-09-03,Evening,Fall,workingday/weekend,Saturday,weekend/holiday,Clear/Few Clouds,46,77,123
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,33,76,109
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,37,38,75
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,17,43,60
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,20,23,43
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,0,4,4
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,1,5,6
2011-09-04,Night,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,0,3,3
2011-09-04,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,10,20,30
2011-09-04,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,21,49,70
2011-09-04,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,87,102,189
2011-09-04,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,150,147,297
2011-09-04,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,174,163,337
2011-09-04,Morning,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,214,221,435
2011-09-04,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Mist/Cloudy,245,174,419
2011-09-04,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,205,156,361
2011-09-04,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,218,192,410
2011-09-04,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,196,141,337
2011-09-04,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,204,172,376
2011-09-04,Afternoon,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,187,169,356
2011-09-04,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,178,150,328
2011-09-04,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,104,125,229
2011-09-04,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Clear/Few Clouds,104,103,207
2011-09-04,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Mist/Cloudy,70,85,155
2011-09-04,Evening,Fall,workingday/weekend,Sunday,weekend/holiday,Mist/Cloudy,46,58,104
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,31,66,97
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,19,35,54
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,17,22,39
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,4,12,16
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,3,5,8
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,2,4,6
2011-09-05,Night,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,6,5,11
2011-09-05,Morning,Fall,holiday,Monday,weekend/holiday,Clear/Few Clouds,11,30,41
2011-09-05,Morning,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,45,56,101
2011-09-05,Morning,Fall,holiday,Monday,weekend/holiday,Light Rain/Light Snow,63,89,152
2011-09-05,Morning,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,107,137,244
2011-09-05,Morning,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,101,207,308
2011-09-05,Morning,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,141,212,353
2011-09-05,Afternoon,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,154,235,389
2011-09-05,Afternoon,Fall,holiday,Monday,weekend/holiday,Clear/Few Clouds,145,212,357
2011-09-05,Afternoon,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,111,142,253
2011-09-05,Afternoon,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,92,192,284
2011-09-05,Afternoon,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,37,77,114
2011-09-05,Afternoon,Fall,holiday,Monday,weekend/holiday,Clear/Few Clouds,31,92,123
2011-09-05,Evening,Fall,holiday,Monday,weekend/holiday,Light Rain/Light Snow,52,123,175
2011-09-05,Evening,Fall,holiday,Monday,weekend/holiday,Light Rain/Light Snow,26,56,82
2011-09-05,Evening,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,20,40,60
2011-09-05,Evening,Fall,holiday,Monday,weekend/holiday,Mist/Cloudy,15,49,64
2011-09-05,Evening,Fall,holiday,Monday,weekend/holiday,Light Rain/Light Snow,3,17,20
2011-09-06,Night,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,1,7,8
2011-09-06,Night,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,0,2,2
2011-09-06,Night,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,1,0,1
2011-09-06,Night,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,1,3,4
2011-09-06,Night,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,1,20,21
2011-09-06,Night,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,0,72,72
2011-09-06,Morning,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,6,166,172
2011-09-06,Morning,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,15,349,364
2011-09-06,Morning,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,18,167,185
2011-09-06,Morning,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,16,90,106
2011-09-06,Morning,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,11,78,89
2011-09-06,Morning,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,16,51,67
2011-09-06,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,5,24,29
2011-09-06,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,3,21,24
2011-09-06,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,18,71,89
2011-09-06,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,11,95,106
2011-09-06,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,15,276,291
2011-09-06,Afternoon,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,22,351,373
2011-09-06,Evening,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,12,269,281
2011-09-06,Evening,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,13,150,163
2011-09-06,Evening,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,12,109,121
2011-09-06,Evening,Fall,workingday/weekend,Tuesday,workingday,Mist/Cloudy,5,79,84
2011-09-06,Evening,Fall,workingday/weekend,Tuesday,workingday,Light Rain/Light Snow,2,56,58
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Mist/Cloudy,1,12,13
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,2,3,5
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Mist/Cloudy,2,4,6
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,1,1,2
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,0,4,4
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Mist/Cloudy,1,15,16
2011-09-07,Night,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,1,74,75
2011-09-07,Morning,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,3,83,86
2011-09-07,Morning,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,9,319,328
2011-09-07,Morning,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,14,176,190
2011-09-07,Morning,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,3,63,66
2011-09-07,Morning,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,1,9,10
2011-09-07,Morning,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,1,21,22
2011-09-07,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,2,9,11
2011-09-07,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,1,24,25
2011-09-07,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,3,55,58
2011-09-07,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Clear/Few Clouds,7,137,144
2011-09-07,Afternoon,Fall,workingday/weekend,Wednesday,workingday,Light Rain/Light Snow,21,264,285
